"","Provider.State","County","Provider.Name","WeeksofShortage_of_EP_by_Provider","WeeksofShortage_of_GL_by_Provider","WeeksofShortage_of_HS_by_Provider","WeeksofShortage_of_N95_by_Provider","WeeksofShortage_of_SM_by_Provider","WeeksofShortage_of_VT_by_Provider"
"292","CA","Los Angeles","GRANADA HILLS CONVALESCENT",2,1,1,4,1,NA
"293","CA","Los Angeles","GREEN ACRES LODGE",5,5,5,5,5,NA
"294","CA","Los Angeles","GREENFIELD CARE CENTER OF SOUTH GATE",1,NA,1,1,1,NA
"295","CA","Los Angeles","GRIFFITH PARK HEALTHCARE CENTER",6,6,6,6,6,NA
"296","CA","Los Angeles","HIGHLAND PARK SKILLED NURSING AND WELLNESS CENTER",2,2,2,2,2,NA
"297","CA","Los Angeles","HOLLYWOOD PREMIER HEALTHCARE CENTER",12,9,25,10,8,NA
"298","CA","Los Angeles","HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER",1,1,1,2,2,NA
"299","CA","Los Angeles","HUNTINGTON PARK NURSING CENTER",10,10,10,11,10,NA
"300","CA","Los Angeles","HYDE PARK HEALTHCARE CENTER",1,NA,NA,NA,1,NA
"301","CA","Los Angeles","IMPERIAL CREST HEALTH CARE CENTER",30,30,30,29,30,NA
"302","CA","Los Angeles","INGLEWOOD HEALTH CARE CENTER",14,18,15,13,12,NA
"303","CA","Los Angeles","INLAND VALLEY CARE AND REHABILITATION CENTER",4,20,17,14,10,NA
"304","CA","Los Angeles","INTERCOMMUNITY CARE CENTER",2,NA,NA,1,2,NA
"305","CA","Los Angeles","KEI-AI LOS ANGELES HEALTHCARE CENTER",9,10,9,9,8,NA
"306","CA","Los Angeles","KEI-AI SOUTH BAY HEALTHCARE CENTER",17,16,17,17,17,1
"307","CA","Los Angeles","LA CRESCENTA HEALTHCARE CENTER",4,3,3,3,2,NA
"308","CA","Los Angeles","LEGACY HEALTHCARE CENTER",1,8,8,1,8,NA
"309","CA","Los Angeles","LIGHTHOUSE  HEALTHCARE CENTER",3,3,3,3,3,NA
"310","CA","Los Angeles","LONG BEACH HEALTHCARE CENTER",1,4,NA,1,3,NA
"311","CA","Los Angeles","LOS PALOS POST-ACUTE CARE CENTER",1,1,1,1,1,NA
"312","CA","Los Angeles","LYNWOOD HEALTHCARE CENTER",11,7,NA,8,NA,NA
"313","CA","Los Angeles","MACLAY HEALTHCARE CENTER",2,5,12,3,3,NA
"314","CA","Los Angeles","MAGNOLIA GARDENS CONVALESCENT HOSPITAL",1,NA,NA,NA,NA,NA
"315","CA","Los Angeles","MANCHESTER MANOR CONV HOSPITAL",9,2,2,2,2,NA
"316","CA","Los Angeles","MAPLE HEALTHCARE CENTER",36,NA,NA,8,3,1
"317","CA","Los Angeles","MARINA POINTE HEALTHCARE & SUBACUTE",8,10,8,6,4,NA
"318","CA","Los Angeles","MARLORA POST ACUTE REHAB HOSP",2,3,9,4,4,NA
"319","CA","Los Angeles","MARYCREST MANOR",17,16,19,16,19,NA
"320","CA","Los Angeles","MAYFLOWER CARE CENTER",1,1,1,1,3,NA
"321","CA","Los Angeles","MAYWOOD SKILLED NURSING & WELLNESS CENTRE",32,33,32,NA,14,NA
"322","CA","Los Angeles","MIRACLE MILE HEALTHCARE CENTER, LLC",2,2,3,6,6,NA
"323","CA","Los Angeles","MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",1,3,NA,6,NA,NA
"324","CA","Los Angeles","MONTEREY PARK CONV HOSP",1,32,3,5,2,NA
"325","CA","Los Angeles","MONTROSE HEALTHCARE CENTER",1,5,5,6,3,NA
"326","CA","Los Angeles","NEW VISTA NURSING AND REHABILITATION CENTER",8,8,8,8,8,NA
"327","CA","Los Angeles","OAKPARK HEALTHCARE CENTER",9,35,39,14,8,NA
"328","CA","Los Angeles","OLIVE VISTA BEHAVIORAL HEALTH CENTER",1,1,1,1,1,NA
"329","CA","Los Angeles","OLYMPIA CONVALESCENT HOSPITAL",2,3,3,2,2,NA
"330","CA","Los Angeles","OSAGE HEALTHCARE & WELLNESS CENTRE",1,NA,NA,NA,NA,NA
"331","CA","Los Angeles","PACIFIC CARE NURSING CENTER",9,1,NA,15,14,1
"332","CA","Los Angeles","PACIFIC POST ACUTE",2,NA,1,8,1,NA
"333","CA","Los Angeles","PACIFIC VILLA, INC",8,31,10,23,31,NA
"334","CA","Los Angeles","PACIFICA HOSPITAL OF THE VALLEY DP SNF",3,8,5,1,4,1
"335","CA","Los Angeles","PANORAMA GARDENS NURSING AND REHABILITATION CENTER",4,4,4,4,4,NA
"336","CA","Los Angeles","PARAMOUNT CONVALESCENT HOSP.",4,6,3,8,NA,NA
"337","CA","Los Angeles","PARK AVENUE HEALTHCARE & WELLNESS CENTER",6,6,7,2,2,NA
"338","CA","Los Angeles","PARKWEST HEALTHCARE CENTER",1,1,1,1,1,1
"339","CA","Los Angeles","PASADENA CARE CENTER, LLC",1,1,1,1,1,NA
"340","CA","Los Angeles","PILGRIM PLACE HEALTH SERVICES CENTER",5,5,5,5,5,NA
"341","CA","Los Angeles","RAMONA NURSING & REHABILITATION CENTER",2,4,2,2,2,NA
"342","CA","Los Angeles","REGENCY OAKS POST ACUTE CARE CENTER",1,3,1,2,1,6
"343","CA","Los Angeles","RINALDI CONVALESCENT HOSPITAL",2,NA,4,NA,NA,NA
"344","CA","Los Angeles","RIO HONDO SUBACUTE &  NURSING CENTER",1,1,1,1,1,1
"345","CA","Los Angeles","RIVIERA HEALTHCARE CENTER",1,1,1,1,1,NA
"346","CA","Los Angeles","ROSE GARDEN HEALTHCARE CENTER",1,NA,1,NA,NA,3
"347","CA","Los Angeles","ROSECRANS CARE CENTER",27,NA,NA,NA,30,NA
"348","CA","Los Angeles","ROYAL GARDENS HEALTHCARE",10,10,16,10,10,NA
"349","CA","Los Angeles","ROYAL OAKS MANOR-BRADBURY OAKS",1,1,1,1,1,NA
"350","CA","Los Angeles","ROYAL TERRACE HEALTHCARE",4,5,7,7,3,NA
"351","CA","Los Angeles","SAN GABRIEL CONV CENTER",1,1,1,1,1,NA
"352","CA","Los Angeles","SAN GABRIEL VALLEY MEDICAL CTR D/P SNF",12,9,10,10,10,6
"353","CA","Los Angeles","SAN MARINO MANOR",1,1,1,1,1,NA
"354","CA","Los Angeles","SANTA FE LODGE",2,2,2,2,4,NA
"355","CA","Los Angeles","SANTA MONICA CONV CTR I",15,4,16,12,7,NA
"356","CA","Los Angeles","SANTA MONICA CONV CTR II",6,6,6,6,6,NA
"357","CA","Los Angeles","SANTA MONICA HEALTH CARE CENTER",10,11,10,10,10,1
"358","CA","Los Angeles","SEACREST POST-ACUTE CARE  CENTER",2,2,2,2,2,NA
"359","CA","Los Angeles","SERENTO CASA",1,NA,2,2,NA,NA
"360","CA","Los Angeles","SHERMAN OAKS HEALTH & REHAB",40,39,39,35,41,NA
"361","CA","Los Angeles","SHERMAN VILLAGE HCC",13,15,15,14,15,NA
"362","CA","Los Angeles","SKYLINE HEALTHCARE CENTER - LA",6,NA,2,6,2,NA
"363","CA","Los Angeles","SOUTHLAND",1,1,1,1,1,NA
"364","CA","Los Angeles","ST. JOHN OF GOD RETIREMENT",7,6,7,6,6,NA
"365","CA","Los Angeles","SUNNYVIEW CARE CENTER",5,3,5,3,3,NA
"366","CA","Los Angeles","TARZANA HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"367","CA","Los Angeles","THE CALIFORNIAN-PASADENA",6,6,6,6,6,NA
"368","CA","Los Angeles","THE GROVE POST-ACUTE CARE CENTER",1,1,1,1,1,NA
"369","CA","Los Angeles","THE HILLS HEALTHCARE CENTER",3,NA,1,2,NA,NA
"370","CA","Los Angeles","THE REHABILITATION CENTRE OF BEVERLY HILLS",20,7,3,20,20,NA
"371","CA","Los Angeles","TORRANCE CARE CENTER WEST, INC",26,37,NA,1,37,1
"372","CA","Los Angeles","TWO PALMS NURSING CENTER, INC",1,1,1,1,1,NA
"373","CA","Los Angeles","UNIVERSITY PARK HEALTHCARE CENTER",9,1,NA,6,NA,NA
"374","CA","Los Angeles","USC VERDUGO HILLS HOSPITAL DP/SNF",15,15,15,15,15,NA
"375","CA","Los Angeles","VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC",6,6,8,6,6,NA
"376","CA","Los Angeles","VICTORIA CARE CENTER",2,3,3,5,9,NA
"377","CA","Los Angeles","VILLA ELENA HEALTHCARE CENTER",24,24,25,24,24,NA
"378","CA","Los Angeles","VILLA GARDENS HEALTH CARE UNIT",2,2,2,2,3,NA
"379","CA","Los Angeles","VILLA SCALABRINI SPECIAL CARE",1,1,1,1,2,NA
"380","CA","Los Angeles","WEST COVINA MEDICAL CENTER D/P SNF",16,11,11,11,10,NA
"381","CA","Los Angeles","WEST HILLS HEALTH & REHAB CENTER",2,2,2,4,3,NA
"382","CA","Los Angeles","WEST VALLEY POST ACUTE",1,1,1,1,1,NA
"383","CA","Los Angeles","WHITTIER HOSPITAL MEDICAL CTR D/P SNF",17,17,11,13,17,3
"384","CA","Los Angeles","WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH",15,15,16,16,16,NA
"385","CA","Los Angeles","WINDSOR GARDENS HEALTHCARE OF THE VALLEY",2,NA,NA,NA,NA,NA
"386","CA","Madera","MADERA REHABILITATION & NURSING CENTER",5,NA,NA,5,1,NA
"387","CA","Madera","PALMS CARE CENTER",2,2,1,2,1,NA
"388","CA","Marin","MARIN POST ACUTE",1,NA,NA,NA,3,NA
"389","CA","Marin","NORTHGATE POSTACUTE CARE",1,4,1,3,NA,NA
"390","CA","Marin","PINE RIDGE CARE CENTER",39,36,39,39,39,NA
"391","CA","Marin","PROFESSIONAL POST ACUTE CENTER",2,3,3,2,3,NA
"392","CA","Marin","THE REDWOODS, A COMMUNITY OF SENIORS",2,14,NA,14,4,NA
"393","CA","Merced","GRACE HOME INC.",1,NA,NA,1,NA,NA
"394","CA","Merced","LOS BANOS NURSING & REHABILITATION CENTER",4,NA,NA,NA,NA,NA
"395","CA","Modoc","MODOC MEDICAL CENTER D/P SNF",9,10,10,9,8,NA
"396","CA","Monterey","PACIFIC COAST POST ACUTE",1,NA,2,3,1,NA
"397","CA","Monterey","WINDSOR MONTEREY CARE CENTER",3,3,3,3,3,NA
"398","CA","Monterey","WINDSOR SKYLINE CARE CENTER",2,NA,1,2,NA,NA
"399","CA","Nevada","SPRING HILL MANOR",1,3,NA,1,NA,NA
"400","CA","Orange","BEACHSIDE NURSING CENTER",2,2,2,2,2,NA
"401","CA","Orange","BUENA VISTA CARE CENTER",1,1,1,1,1,NA
"402","CA","Orange","CAPISTRANO BEACH CARE CENTER",24,24,24,24,24,NA
"403","CA","Orange","FLAGSHIP HEALTHCARE CENTER",3,3,3,3,3,NA
"404","CA","Orange","FREEDOM VILLAGE HEALTHCARE CENTER",2,2,9,2,1,NA
"405","CA","Orange","GORDON LANE CARE CENTER",1,10,NA,11,NA,NA
"406","CA","Orange","GREENFIELD CARE CENTER OF FULLERTON, LLC",39,39,39,39,39,NA
"407","CA","Orange","HARBOR VILLA CARE CENTER",1,1,7,3,2,NA
"408","CA","Orange","LA HABRA CONVALESCENT HOSPITAL",1,1,1,1,1,NA
"409","CA","Orange","LA PALMA NURSING CENTER",3,NA,2,NA,NA,NA
"410","CA","Orange","LEISURE COURT NURSING CENTER",11,11,11,11,11,NA
"411","CA","Orange","MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY)",1,1,1,7,7,NA
"412","CA","Orange","ORANGEGROVE REHABILITATION HOSPITAL",2,2,2,2,2,NA
"413","CA","Orange","PALM TERRACE HEALTHCARE & REHABILITATION CENTER",16,16,16,16,16,NA
"414","CA","Orange","PARK REGENCY CARE CENTER",1,18,1,1,1,NA
"415","CA","Orange","PARKVIEW HEALTHCARE CENTER",5,5,5,5,5,NA
"416","CA","Orange","ROWNTREE GARDENS",5,16,5,6,5,NA
"417","CA","Orange","SEAL BEACH HEALTH AND REHABILITATION CENTER",2,1,5,2,2,NA
"418","CA","Orange","SOUTH COAST GLOBAL MEDICAL CENTER D/P SNF",12,12,15,19,16,3
"419","CA","Orange","ST EDNA SUBACUTE AND REHABILITATION CENTER",2,2,6,5,2,NA
"420","CA","Orange","TERRACE VIEW CARE CENTER",7,3,3,5,3,NA
"421","CA","Orange","VILLA VALENCIA HEALTHCARE CENTER",6,2,8,NA,NA,NA
"422","CA","Placer","AUBURN RAVINE TERRACE",1,19,1,5,1,NA
"423","CA","Riverside","BANNING HEALTHCARE",2,NA,NA,8,3,NA
"424","CA","Riverside","CALIFORNIA NURSING & REHABILITATION CENTER",3,NA,NA,8,NA,NA
"425","CA","Riverside","CENTINELA GRAND INC",1,1,1,1,1,NA
"426","CA","Riverside","CORONA HEALTH CARE CENTER",4,31,27,2,2,NA
"427","CA","Riverside","CORONA POST ACUTE CENTER",5,10,18,14,6,NA
"428","CA","Riverside","CORONA REGIONAL MEDICAL CENTER D/P SNF",2,3,NA,23,NA,NA
"429","CA","Riverside","HEMET VALLEY HEALTHCARE CENTER",4,4,4,4,4,NA
"430","CA","Riverside","HIGHLAND SPRINGS CARE CENTER",1,1,1,1,1,NA
"431","CA","Riverside","INDIO NURSING AND REHABILITATION CENTER",7,3,NA,9,1,NA
"432","CA","Riverside","JURUPA HILLS POST ACUTE",21,24,21,24,23,NA
"433","CA","Riverside","MANORCARE HEALTH SERVICES-PALM DESERT",1,1,1,1,1,NA
"434","CA","Riverside","MEADOWBROOK HEALTH CARE CENTER",1,1,3,3,1,NA
"435","CA","Riverside","MONTEREY PALMS HEALTH CARE CENTER",36,1,1,19,16,NA
"436","CA","Riverside","MURRIETA HEALTH AND REHABILITATION CENTER",9,3,3,10,5,NA
"437","CA","Riverside","PALM SPRINGS HEALTHCARE & REHABILITATION CENTER",16,15,16,22,18,NA
"438","CA","Riverside","PREMIER CARE CENTER FOR PALM SPRINGS",6,6,6,6,6,NA
"439","CA","Riverside","RIVERSIDE VILLAGE HEALTHCARE CENTER",2,1,2,3,1,NA
"440","CA","Riverside","THE GROVE CARE AND WELLNESS",4,4,4,4,4,NA
"441","CA","Riverside","THE VILLAGE HEALTHCARE CENTER",32,33,32,39,34,NA
"442","CA","Riverside","VISTA PACIFICA CENTER",1,NA,NA,NA,1,NA
"443","CA","Sacramento","APPLEWOOD POST ACUTE",1,3,NA,6,NA,NA
"444","CA","Sacramento","ARDEN POST ACUTE REHAB",2,2,2,3,2,NA
"445","CA","Sacramento","BRIARWOOD POST ACUTE",8,4,4,10,7,NA
"446","CA","Sacramento","COLLEGE OAK NURSING & REHABILITATION CENTER",1,NA,NA,NA,NA,NA
"447","CA","Sacramento","DYCORA TRANSITIONAL HEALTH - GALT",13,2,26,10,11,NA
"448","CA","Sacramento","MANORCARE HEALTH SERVICES (CITRUS HEIGHTS)",29,NA,NA,17,8,NA
"449","CA","Sacramento","MISSION CARMICHAEL HEALTHCARE CENTER",3,3,3,3,3,NA
"450","CA","Sacramento","WINDSOR CARE CENTER OF SACRAMENTO",13,1,NA,NA,1,NA
"451","CA","Sacramento","WINDSOR EL CAMINO CARE CENTER",2,30,6,11,2,NA
"452","CA","Sacramento","WINDSOR ELK GROVE CARE AND REHABILITATION CENTER",7,1,1,7,NA,NA
"453","CA","San Bernardino","APPLE VALLEY CARE CENTER",7,7,8,7,7,NA
"454","CA","San Bernardino","CALIMESA POST ACUTE",12,12,12,12,12,NA
"455","CA","San Bernardino","CITRUS NURSING CENTER",11,10,10,11,11,NA
"456","CA","San Bernardino","INLAND CHRISTIAN HOME",2,NA,NA,NA,NA,NA
"457","CA","San Bernardino","KNOLLS WEST POST ACUTE LLC",5,5,5,5,5,NA
"458","CA","San Bernardino","LINDA VALLEY CARE CENTER",10,NA,NA,3,NA,NA
"459","CA","San Bernardino","MEADOWS RIDGE CARE CENTER",3,2,2,6,3,NA
"460","CA","San Bernardino","MILL CREEK MANOR",6,7,38,NA,6,NA
"461","CA","San Bernardino","MONTCLAIR MANOR CARE CENTER",1,1,1,3,1,NA
"462","CA","San Bernardino","MOUNTAINS COMMUNITY HOSP DPSNF",1,1,1,1,1,NA
"463","CA","San Bernardino","RIALTO POST ACUTE CENTER",3,2,NA,4,3,NA
"464","CA","San Bernardino","VALLEY CARE CENTER",2,1,1,2,1,NA
"465","CA","San Bernardino","YUCCA VALLEY NURSING",28,26,34,26,31,NA
"466","CA","San Diego","AMAYA SPRINGS HEALTH CARE CENTER",3,4,1,1,1,NA
"467","CA","San Diego","BALBOA NURSING & REHABILITATION CENTER",3,7,2,6,6,NA
"468","CA","San Diego","BAYSHIRE CARLSBAD",2,NA,NA,3,NA,NA
"469","CA","San Diego","BOULDER CREEK POST ACUTE",8,12,9,16,5,NA
"470","CA","San Diego","BRIGHTON PLACE SAN DIEGO",1,NA,NA,NA,1,NA
"471","CA","San Diego","CARLSBAD BY THE SEA",2,NA,NA,2,NA,NA
"472","CA","San Diego","CASA DE LAS CAMPANAS",2,NA,NA,13,1,NA
"473","CA","San Diego","COMMUNITY CARE CENTER",2,NA,NA,6,NA,NA
"474","CA","San Diego","ESCONDIDO POST ACUTE REHAB",2,1,NA,2,NA,NA
"475","CA","San Diego","GOLDEN HILL SUBACUTE & REHAB CTR",13,13,13,13,13,1
"476","CA","San Diego","GROSSMONT POST ACUTE CARE",1,NA,NA,NA,NA,NA
"477","CA","San Diego","HILLCREST HEIGHTS HEALTHCARE CENTER",8,9,10,7,8,NA
"478","CA","San Diego","LA FUENTE POST ACUTE",3,1,NA,1,NA,NA
"479","CA","San Diego","LA JOLLA NURSING AND REHABILITATION CENTER",3,10,1,3,NA,NA
"480","CA","San Diego","LIFE CARE CENTER OF ESCONDIDO",8,1,9,15,9,NA
"481","CA","San Diego","PALOMAR HEIGHTS POST ACUTE REHAB",1,2,2,5,2,NA
"482","CA","San Diego","PARKSIDE HEALTH AND WELLNESS CENTER",2,2,2,2,2,NA
"483","CA","San Diego","REMINGTON CLUB HEALTH CENTER",1,1,1,1,1,NA
"484","CA","San Diego","SHARP CHULA VISTA MED CTR SNF",2,6,NA,21,6,NA
"485","CA","San Diego","SOUTH BAY POST ACUTE CARE",1,NA,NA,1,NA,NA
"486","CA","San Diego","ST. PAULS HEALTH CARE CENTER",1,1,NA,1,NA,NA
"487","CA","San Diego","THE ROYAL HOME",1,NA,NA,3,NA,NA
"488","CA","San Diego","THE SPRINGS AT PACIFIC REGENT",3,6,3,3,3,NA
"489","CA","San Diego","VILLA POMERADO D/P SNF",1,NA,NA,1,NA,1
"490","CA","San Diego","VILLAGE SQUARE HEALTHCARE CENTER",3,5,NA,4,2,NA
"491","CA","San Diego","WINDSOR GARDENS CONV CENTER OF SAN DIEGO",1,NA,1,1,1,NA
"492","CA","San Francisco","HAYES CONVALESCENT HOSPITAL",1,1,2,11,6,NA
"493","CA","San Francisco","JEWISH HOME & REHAB CENTER D/P SNF",3,3,3,3,3,NA
"494","CA","San Francisco","SHEFFIELD CONVALESCENT HOSPITAL",29,NA,1,14,NA,NA
"495","CA","San Francisco","ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA SNF",21,21,7,21,21,NA
"496","CA","San Joaquin","BETHANY HOME SOCIETY SAN JOAQUIN COUNTY",13,28,42,28,28,NA
"497","CA","San Joaquin","DYCORA TRANSITIONAL HEALTH - QUAIL LAKE",25,30,28,12,12,NA
"498","CA","San Joaquin","DYCORA TRANSITIONAL HEALTH - WEBER OAKS",7,28,27,20,20,NA
"499","CA","San Joaquin","LODI NURSING & REHABILITATION",37,37,37,37,37,NA
"500","CA","San Joaquin","MANTECA CARE AND REHABILITATION CENTER",9,5,5,15,9,NA
"501","CA","San Joaquin","RIVERWOOD HEALTH CARE",1,23,NA,NA,1,NA
"502","CA","San Joaquin","TRACY NURSING AND REHABILITATION CENTER",2,2,2,2,2,NA
"503","CA","San Joaquin","WAGNER HEIGHTS NURSING & REHABILITATION CENTER",2,NA,NA,2,1,NA
"504","CA","San Joaquin","WINDSOR ELMHAVEN CARE CENTER",5,NA,NA,10,4,NA
"505","CA","San Joaquin","WINDSOR HAMPTON CARE CENTER",3,NA,NA,2,1,NA
"506","CA","San Mateo","DEVONSHIRE OAKS NURSING CENTER",1,NA,NA,NA,1,NA
"507","CA","San Mateo","MILLBRAE CARE CENTER",4,2,2,5,4,NA
"508","CA","San Mateo","SAN MATEO MEDICAL CENTER D/P SNF",10,1,10,10,1,NA
"509","CA","San Mateo","ST. FRANCIS HEIGHTS CONVALESCENT HOSPITAL",1,NA,1,2,NA,NA
"510","CA","Santa Barbara","COUNTRY OAKS CARE CENTER",1,1,7,1,1,NA
"511","CA","Santa Barbara","SANTA MARIA POST ACUTE",10,3,2,5,NA,NA
"512","CA","Santa Clara","ALMADEN HEALTH AND REHABILITATION  CENTER",19,21,20,19,19,NA
"513","CA","Santa Clara","COURTYARD CARE CENTER",3,3,3,3,3,NA
"514","CA","Santa Clara","CUPERTINO HEALTHCARE & WELLNESS CENTER",6,7,6,12,3,NA
"515","CA","Santa Clara","DYCORA TRANSITIONAL HEALTH-SAN JOSE",4,3,8,17,3,NA
"516","CA","Santa Clara","HERMAN HEALTH CARE CENTER",1,NA,NA,1,NA,NA
"517","CA","Santa Clara","IDYLWOOD CARE CENTER",2,2,2,2,2,NA
"518","CA","Santa Clara","LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER",1,NA,NA,NA,NA,NA
"519","CA","Santa Clara","MANORCARE HEALTH SERVICES (SUNNYVALE)",1,1,1,1,1,NA
"520","CA","Santa Clara","MILPITAS CARE CENTER",2,2,2,1,2,NA
"521","CA","Santa Clara","MISSION SKILLED NURSING & SUBACUTE CENTER",2,4,4,12,2,NA
"522","CA","Santa Clara","PALO ALTO SUB-ACUTE AND REHABILITATION CENTER",3,3,1,3,NA,NA
"523","CA","Santa Clara","PLUM TREE CARE CENTER",14,14,14,15,15,NA
"524","CA","Santa Clara","SKYLINE HEALTHCARE CENTER - SAN JOSE",8,9,17,20,6,NA
"525","CA","Santa Cruz","WATSONVILLE POST ACUTE CENTER",2,2,2,2,2,NA
"526","CA","Shasta","QUARTZ HILL POST ACUTE",1,1,1,33,1,NA
"527","CA","Shasta","REDDING POST ACUTE",1,NA,NA,3,NA,NA
"528","CA","Shasta","WINDSOR REDDING CARE CENTER",1,1,2,1,NA,NA
"529","CA","Solano","HEARTWOOD AVENUE HEALTHCARE",3,3,3,3,3,NA
"530","CA","Solano","ORCHARD POST ACUTE CARE",24,24,24,24,24,NA
"531","CA","Solano","VACAVILLE CONVALESCENT & REHAB",36,NA,NA,37,1,NA
"532","CA","Solano","WINDSOR VALLEJO NURSING & REHABILITATION CENTER",1,NA,NA,1,1,NA
"533","CA","Sonoma","APPLE VALLEY POST-ACUTE REHAB",1,1,1,1,1,NA
"534","CA","Sonoma","ARBOL RESIDENCES OF SANTA ROSA",1,NA,NA,18,NA,NA
"535","CA","Sonoma","FRIENDS HOUSE",2,NA,NA,NA,NA,NA
"536","CA","Sonoma","HEALDSBURG SENIOR LIVING COMMUNITY",20,14,22,18,11,NA
"537","CA","Sonoma","NORTHVINE POSTACUTE CARE",2,NA,NA,2,NA,NA
"538","CA","Sonoma","SANTA ROSA POST ACUTE",1,1,NA,4,1,NA
"539","CA","Sonoma","VALLEY OF THE MOON POST ACUTE",1,2,1,1,NA,NA
"540","CA","Stanislaus","CENTRAL VALLEY POST ACUTE",11,6,7,13,9,NA
"541","CA","Stanislaus","COVENANT VILLAGE CARE CENTER",1,NA,NA,25,1,NA
"542","CA","Stanislaus","MODESTO POST ACUTE CENTER",1,4,1,3,1,NA
"543","CA","Stanislaus","SAN LUIS CARE CENTER",1,1,1,1,1,NA
"544","CA","Stanislaus","VALLEY SKILLED NURSING CENTER",1,1,1,1,1,NA
"545","CA","Stanislaus","WINDSOR POST-ACUTE HEALTHCARE CENTER OF MODESTO",6,1,6,3,3,NA
"546","CA","Sutter","FOUNTAINS, THE",3,NA,NA,3,NA,NA
"547","CA","Tulare","DELTA NURSING & REHABILITATION CENTER",12,3,3,12,12,NA
"548","CA","Tulare","DINUBA HEALTHCARE",1,NA,NA,1,NA,NA
"549","CA","Tulare","KAWEAH DELTA SKILLED NURSING CENTER",1,1,1,4,1,2
"550","CA","Tulare","MERRITT MANOR CONVALESCENT HOSPITAL",3,NA,NA,NA,NA,NA
"551","CA","Tulare","PORTERVILLE CONVALESCENT HOSPITAL",3,1,NA,3,3,NA
"552","CA","Tulare","TULARE NURSING & REHABILITATION CENTER",4,5,4,6,5,NA
"553","CA","Tulare","TWIN OAKS REHABILITATION & NURSING CENTER",2,3,NA,1,3,NA
"554","CA","Ventura","ST JOHNS PLEASANT VALLEY HOSPITAL D/P SNF",1,1,1,1,1,2
"555","CA","Ventura","VICTORIA CARE CENTER",9,7,9,9,8,NA
"556","CA","Ventura","WINDSOR TERRACE OF WESTLAKE VILLAGE",1,1,1,5,2,1
"557","CA","Yolo","COURTYARD HEALTH CARE CENTER",3,3,3,3,3,NA
"558","CA","Yolo","WOODLAND SKILLED NURSING FACILITY",39,39,39,39,39,NA
"559","CO","Adams","ALPINE LIVING CENTER",3,3,3,3,3,NA
"560","CO","Adams","AVAMERE TRANSITIONAL CARE AND REHAB-MALLEY",1,1,2,2,1,NA
"561","CO","Adams","AVAMERE TRANSITIONAL CARE AND REHABILITATION",5,2,1,8,6,NA
"562","CO","Adams","COLORADO STATE VETERANS HOME AT FITZSIMONS",18,18,18,18,18,NA
"563","CO","Adams","ELMS HAVEN CENTER",20,6,NA,28,20,NA
"564","CO","Adams","PARK FOREST CARE CENTER, INC.",1,1,1,9,1,NA
"565","CO","Adams","THE SPRINGS AT ST ANDREWS VILLAGE",2,2,2,2,2,NA
"566","CO","Adams","VISTA VIEW CARE CENTER",2,2,2,2,2,NA
"567","CO","Alamosa","EVERGREEN NURSING HOME",2,2,12,19,5,NA
"568","CO","Arapahoe","BETH ISRAEL AT SHALOM PARK",1,NA,NA,NA,NA,NA
"569","CO","Arapahoe","CENTER AT LOWRY, LLC",3,NA,NA,NA,NA,NA
"570","CO","Arapahoe","HOLLY HEIGHTS CARE CENTER",10,1,25,17,2,NA
"571","CO","Arapahoe","MONTAGE HILLS",1,NA,NA,NA,NA,NA
"572","CO","Arapahoe","NEURORESTORATIVE COLORADO",1,1,1,1,1,NA
"573","CO","Arapahoe","PEARL STREET HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"574","CO","Baca","SOUTHEAST COLORADO HOSPITAL LTC",1,1,1,1,1,NA
"575","CO","Bent","BENT COUNTY HEALTHCARE CENTER",4,NA,NA,2,NA,NA
"576","CO","Boulder","ACCEL AT LONGMONT",3,3,3,3,3,NA
"577","CO","Boulder","APPLEWOOD LIVING CENTER",3,3,3,3,3,NA
"578","CO","Boulder","BOULDER MANOR",3,3,3,3,3,NA
"579","CO","Boulder","KATHERINE AND CHARLES HOVER GREEN HOUSES, INC",1,1,1,1,1,NA
"580","CO","Boulder","LIFE CARE CENTER OF LONGMONT",14,1,1,27,15,NA
"581","CO","Boulder","MANORCARE HEALTH SERVICES - BOULDER",32,NA,NA,32,32,NA
"582","CO","Boulder","POWERBACK REHABILITATION LAFAYETTE",20,NA,23,28,20,NA
"583","CO","Delta","WILLOW TREE CARE CENTER",8,NA,NA,15,2,NA
"584","CO","Denver","BRIARWOOD HEALTH CARE CENTER",1,NA,NA,NA,NA,NA
"585","CO","Denver","JEWELL CARE CENTER OF DENVER",3,3,3,3,3,NA
"586","CO","Denver","MANORCARE HEALTH SERVICES-DENVER",3,2,2,3,3,NA
"587","CO","Denver","MONACO PARKWAY HEALTH AND REHABILITATION CENTER",3,3,3,3,3,NA
"588","CO","Denver","PARKVIEW CARE CENTER",34,33,33,38,38,NA
