"","Provider.State","County","Provider.Name","Number_of_Available_Beds_by_Provider","Number.of.Ventilators.in.Facility_1","Number.of.Ventilators.in.Use.for.COVID.19_1","Ratio_of_available_vt"
"306","AR","Drew","BELLE VIEW ESTATES REHABILITATION AND CARE CENTER",1077,NA,NA,NA
"307","AR","Drew","THE WOODS OF MONTICELLO HEALTH AND REHABILITATION",2607,NA,NA,NA
"308","AR","Faulkner","CONWAY HEALTHCARE AND REHABILITATION CENTER",1695,NA,NA,NA
"309","AR","Faulkner","GREENBRIER NURSING AND REHABILITATION CENTER",777,NA,NA,NA
"310","AR","Faulkner","HERITAGE LIVING CENTER",887,NA,NA,NA
"311","AR","Faulkner","SALEM PLACE NURSING AND REHABILITATION CENTER, INC",1486,NA,NA,NA
"312","AR","Faulkner","ST ANDREWS HEALTHCARE",1875,NA,NA,NA
"313","AR","Faulkner","SUPERIOR HEALTH & REHAB, LLC",2099,NA,NA,NA
"314","AR","Franklin","GREENHURST NURSING CENTER",381,NA,NA,NA
"315","AR","Franklin","OZARK NURSING HOME INC",2328,NA,NA,NA
"316","AR","Fulton","SOUTHFORK RIVER THERAPY AND LIVING",686,NA,NA,NA
"317","AR","Garland","BELVEDERE NURSING AND REHABILITATION CENTER, LLC",1932,NA,NA,NA
"318","AR","Garland","GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE",821,NA,NA,NA
"319","AR","Garland","HOT SPRINGS NURSING AND REHABILITATION- A WATERS C",1802,NA,NA,NA
"320","AR","Garland","LAKE HAMILTON HEALTH AND REHAB",988,NA,NA,NA
"321","AR","Garland","LAKEWOOD THERAPY AND LIVING CENTER",1017,NA,NA,NA
"322","AR","Garland","QUAPAW CARE AND REHABILITATION CENTER LLC",2294,NA,NA,NA
"323","AR","Garland","SOMERSET SENIOR LIVING AT CANYON SPRINGS",1841,NA,NA,NA
"324","AR","Garland","THE PINES NURSING AND REHABILITATION CENTER",1757,NA,NA,NA
"325","AR","Garland","VILLAGE SPRINGS HEALTH AND REHABILITATION",1621,NA,NA,NA
"326","AR","Grant","SHERIDAN HEALTHCARE AND REHABILITATION CENTER",2513,NA,NA,NA
"327","AR","Greene","GREENE ACRES NURSING HOME",1709,NA,NA,NA
"328","AR","Greene","THE GREEN HOUSE COTTAGES OF BELLE MEADE",2158,NA,NA,NA
"329","AR","Hempstead","HEATHER MANOR NURSING AND REHABILITATION CENTER",1543,NA,NA,NA
"330","AR","Hot Spring","ARBOR OAKS HEALTHCARE AND REHABILITATION CENTER",1660,NA,NA,NA
"331","AR","Hot Spring","ENCORE HEALTHCARE AND REHABILITATION",743,NA,NA,NA
"332","AR","Hot Spring","HAPPY VALLEY NURSING & REHABILITATION",1894,NA,NA,NA
"333","AR","Howard","DIERKS HEALTH & REHAB",880,NA,NA,NA
"334","AR","Howard","NASHVILLE NURSING AND REHAB, INC",1234,NA,NA,NA
"335","AR","Howard","NASHVILLE WELLNESS, LLC",647,NA,NA,NA
"336","AR","Independence","BATESVILLE HEALTHCARE LLC",3064,NA,NA,NA
"337","AR","Independence","MOUNTAIN MEADOWS HEALTH AND REHABILITATION",1123,NA,NA,NA
"338","AR","Independence","WOOD-LAWN HEIGHTS",955,NA,NA,NA
"339","AR","Izard","PIONEER THERAPY AND LIVING",480,NA,NA,NA
"340","AR","Izard","WHITE RIVER HEALTHCARE",748,NA,NA,NA
"341","AR","Jackson","ST MICHAEL'S HEALTHCARE",2944,NA,NA,NA
"342","AR","Jackson","THE WATERS OF NEWPORT, LLC",2303,NA,NA,NA
"343","AR","Jefferson","ARKANSAS CONVALESCENT CENTER",1544,NA,NA,NA
"344","AR","Jefferson","THE VILLAGES OF GENERAL BAPTIST HEALTH CARE  EAST",5094,NA,NA,NA
"345","AR","Jefferson","THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST",2566,NA,NA,NA
"346","AR","Jefferson","THE WATERS OF WHITE HALL, LLC",2454,NA,NA,NA
"347","AR","Jefferson","TRINITY VILLAGE MEDICAL CENTER",1389,NA,NA,NA
"348","AR","Johnson","JOHNSON COUNTY HEALTH AND REHAB, LLC",1786,NA,NA,NA
"349","AR","Lafayette","THE WATERS OF STAMPS, LLC",1201,NA,NA,NA
"350","AR","Lawrence","LAWRENCE HALL HEALTH & REHABILITATION",1658,NA,NA,NA
"351","AR","Lawrence","WALNUT RIDGE NURSING AND REHABILITATION CENTER",2683,NA,NA,NA
"352","AR","Lee","CRESTPARK MARIANNA, L L C",1286,NA,NA,NA
"353","AR","Lincoln","EAST POINT HEALTH AND REHAB",1950,NA,NA,NA
"354","AR","Lincoln","GARDNER NURSING AND REHABILITATION",2147,NA,NA,NA
"355","AR","Little River","LITTLE RIVER NURSING & REHAB",1110,NA,NA,NA
"356","AR","Little River","PLEASANT MANOR NURSING & REHAB",1209,NA,NA,NA
"357","AR","Logan","OAK MANOR NURSING AND REHABILITATION CENTER INC",2780,NA,NA,NA
"358","AR","Logan","PARIS HEALTH AND REHABILITATION CENTER",1774,NA,NA,NA
"359","AR","Lonoke","BARNES HEALTHCARE",3764,NA,NA,NA
"360","AR","Lonoke","CABOT HEALTH AND REHAB, LLC",1340,NA,NA,NA
"361","AR","Lonoke","CAVALIER HEALTHCARE OF ENGLAND",897,NA,NA,NA
"362","AR","Lonoke","CHAMBERS NURSING HOME CENTER, INC",1300,NA,NA,NA
"363","AR","Lonoke","GREYSTONE NURSING AND REHAB, LLC",663,NA,NA,NA
"364","AR","Lonoke","LONOKE HEALTH AND REHAB CENTER, LLC",963,NA,NA,NA
"365","AR","Lonoke","SPRING CREEK HEALTH & REHAB",1287,NA,NA,NA
"366","AR","Madison","MEADOWVIEW HEALTHCARE AND REHAB",2502,NA,NA,NA
"367","AR","Marion","COMMUNITY COMPASSION CENTER OF YELLVILLE",1738,NA,NA,NA
"368","AR","Marion","TWIN LAKES THERAPY AND LIVING",938,NA,NA,NA
"369","AR","Miller","ARKANSAS NURSING AND REHABILITATION CENTER",3286,NA,NA,NA
"370","AR","Miller","BAILEY CREEK HEALTH AND REHAB",1756,NA,NA,NA
"371","AR","Miller","BENTLEY REHABILITATION AND HEALTH CENTER",2971,NA,NA,NA
"372","AR","Mississippi","GOSNELL HEALTH AND REHAB",652,NA,NA,NA
"373","AR","Mississippi","HARRIS HEALTH AND REHAB",2217,NA,NA,NA
"374","AR","Mississippi","HERITAGE SQUARE HEALTHCARE CENTER",862,NA,NA,NA
"375","AR","Mississippi","MANILA HEALTHCARE CENTER",553,NA,NA,NA
"376","AR","Monroe","CLA-CLIF NURSING AND REHAB CENTER, INC",3094,NA,NA,NA
"377","AR","Montgomery","MONTGOMERY COUNTY NURSING HOME",1440,NA,NA,NA
"378","AR","Nevada","HILLCREST CARE AND REHAB",868,NA,NA,NA
"379","AR","Nevada","SOUTHERN PINES HEALTH AND REHAB",2787,NA,NA,NA
"380","AR","Newton","NEWTON COUNTY NURSING HOME",1191,NA,NA,NA
"381","AR","Ouachita","LONGMEADOW NURSING CENTER - CAMDEN",1994,NA,NA,NA
"382","AR","Ouachita","OUACHITA NURSING AND REHABILITATION CENTER",3426,NA,NA,NA
"383","AR","Ouachita","SILVER OAKS HEALTH AND REHABILITATION",1088,NA,NA,NA
"384","AR","Ouachita","SOMERSET SENIOR LIVING AT PINE HILLS",1926,NA,NA,NA
"385","AR","Perry","PERRY COUNTY NURSING AND REHABILITATION CENTER",1225,NA,NA,NA
"386","AR","Phillips","CRESTPARK HELENA, LLC",2206,NA,NA,NA
"387","AR","Pike","GLENWOOD HEALTH AND REHABILITATION, LLC",1602,NA,NA,NA
"388","AR","Pike","MURFREESBORO REHAB AND NURSING, INC",1137,NA,NA,NA
"389","AR","Poinsett","QUAIL RUN HEALTH AND REHAB",1436,NA,NA,NA
"390","AR","Poinsett","THREE RIVERS HEALTHCARE AND REHABILITATION",879,NA,NA,NA
"391","AR","Poinsett","WOODBRIAR NURSING HOME",1017,NA,NA,NA
"392","AR","Pope","ATKINS NURSING AND REHABILITATION CENTER",1486,NA,NA,NA
"393","AR","Pope","LEGACY HEIGHTS NURSING AND REHAB, LLC",1814,NA,NA,NA
"394","AR","Pope","RUSSELLVILLE NURSING AND REHABILITATION CENTER",1130,NA,NA,NA
"395","AR","Pope","STELLA MANOR NURSING AND REHABILITATION CENTER",2260,NA,NA,NA
"396","AR","Prairie","DES ARC NURSING AND REHABILITATION CENTER",1829,NA,NA,NA
"397","AR","Prairie","MAPLE HEALTHCARE",1490,NA,NA,NA
"398","AR","Pulaski","ALLAY HEALTH AND REHAB",1799,NA,NA,NA
"399","AR","Pulaski","ARKANSAS STATE VETERANS HOME AT NORTH LITTLE ROCK",284,NA,NA,NA
"400","AR","Pulaski","BARROW CREEK HEALTH AND REHAB",2692,NA,NA,NA
"401","AR","Pulaski","BRIARWOOD NURSING AND REHABILITATION CENTER,INC",1797,NA,NA,NA
"402","AR","Pulaski","COLONEL GLENN HEALTH AND REHAB, LLC",1320,NA,NA,NA
"403","AR","Pulaski","COTTAGE LANE HEALTH AND REHAB",2674,NA,NA,NA
"404","AR","Pulaski","ENCORE HEALTHCARE AND REHABILITATION OF WEST LITTL",696,NA,NA,NA
"405","AR","Pulaski","HICKORY HEIGHTS HEALTH AND REHAB, LLC",1762,NA,NA,NA
"406","AR","Pulaski","LAKEWOOD HEALTH AND REHAB, LLC",1121,NA,NA,NA
"407","AR","Pulaski","MIDTOWN POST ACUTE AND REHABILITATION - A WATERS C",2776,NA,NA,NA
"408","AR","Pulaski","NURSING AND REHABILITATION CENTER AT GOOD SHEPHERD",1254,NA,NA,NA
"409","AR","Pulaski","PRESBYTERIAN VILLAGE, INC",832,NA,NA,NA
"410","AR","Pulaski","ROBINSON NURSING AND REHABILITATION CENTER LLC",1989,NA,NA,NA
"411","AR","Pulaski","SHERWOOD NURSING & REHABILITATION CENTER, INC",878,NA,NA,NA
"412","AR","Pulaski","SOMERSET SENIOR LIVING AT PREMIER",1362,NA,NA,NA
"413","AR","Pulaski","THE GREEN HOUSE COTTAGES OF POPLAR GROVE",797,NA,NA,NA
"414","AR","Pulaski","THE LAKES AT MAUMELLE HEALTH AND REHABILITATION",1274,NA,NA,NA
"415","AR","Pulaski","THE VILLAGE AT VALLEY RANCH",1358,NA,NA,NA
"416","AR","Pulaski","THE WATERS OF CUMBERLAND, LLC",2358,NA,NA,NA
"417","AR","Pulaski","THE WATERS OF NORTH LITTLE ROCK, LLC",1849,NA,NA,NA
"418","AR","Pulaski","THE WATERS OF WEST DIXON, LLC",2634,NA,NA,NA
"419","AR","Pulaski","THE WATERS OF WOODLAND HILLS, LLC",4022,NA,NA,NA
"420","AR","Pulaski","WOODLAND HILLS HEALTHCARE AND REHABILITATION",2795,NA,NA,NA
"421","AR","Randolph","POCAHONTAS HEALTHCARE AND REHABILITATION CENTER",2012,NA,NA,NA
"422","AR","Randolph","RANDOLPH COUNTY NURSING HOME",1244,NA,NA,NA
"423","AR","Saline","ALCOA PINES HEALTH AND REHABILITATION",1915,NA,NA,NA
"424","AR","Saline","AMBERWOOD HEALTH AND REHABILITATION",641,NA,NA,NA
"425","AR","Saline","ARKANSAS HEALTH CENTER",2097,0,0,NA
"426","AR","Saline","EVERGREEN LIVING CENTER AT STAGECOACH",1675,NA,NA,NA
"427","AR","Saline","HEARTLAND REHABILITATION AND CARE CENTER",1706,NA,NA,NA
"428","AR","Saline","SOUTHERN TRACE REHABILITATION AND CARE CENTER",1028,NA,NA,NA
"429","AR","Scott","WALDRON NURSING CENTER INC",2036,NA,NA,NA
"430","AR","Searcy","HIGHLAND COURT, A REHABILITATION AND RESIDENT CARE",1481,NA,NA,NA
"431","AR","Sebastian","ASHTON PLACE HEALTH AND REHAB, LLC",1439,NA,NA,NA
"432","AR","Sebastian","CHAPEL RIDGE HEALTH AND REHAB",996,NA,NA,NA
"433","AR","Sebastian","COVINGTON COURT HEALTH AND REHABILITATION CENTER",1275,NA,NA,NA
"434","AR","Sebastian","FIANNA HILLS NURSING AND REHABILITATION CENTER",1195,NA,NA,NA
"435","AR","Sebastian","LEGACY HEALTH AND REHABILITATION CENTER",1506,NA,NA,NA
"436","AR","Sebastian","METHODIST HEALTH AND REHAB",1613,NA,NA,NA
"437","AR","Sebastian","PINK BUD HOME FOR THE GOLDEN YEARS",1901,NA,NA,NA
"438","AR","Sebastian","THE WATERS OF FORT SMITH, LLC",564,NA,NA,NA
"439","AR","Sevier","BEAR CREEK HEALTHCARE LLC",3877,NA,NA,NA
"440","AR","Sharp","ASH FLAT HEALTHCARE AND REHABILITATION CENTER",2190,NA,NA,NA
"441","AR","Sharp","CAVE CITY NURSING HOME INC",1176,NA,NA,NA
"442","AR","Sharp","EAGLECREST NURSING AND REHAB",904,NA,NA,NA
"443","AR","St. Francis","CRESTPARK FORREST CITY, LLC",2146,NA,NA,NA
"444","AR","Stone","THE WATERS OF MOUNTAIN VIEW, LLC",1105,NA,NA,NA
"445","AR","Union","ADVANCED HEALTH AND REHAB OF UNION COUNTY",2894,NA,NA,NA
"446","AR","Union","COURTYARD REHABILITATION AND HEALTH CENTER, LLC",1677,NA,NA,NA
"447","AR","Union","HUDSON MEMORIAL NURSING HOME",2107,NA,NA,NA
"448","AR","Union","OAK RIDGE HEALTH AND REHABILITATION",4256,NA,NA,NA
"449","AR","Union","TIMBERLANE HEALTH & REHABILITATION",1282,NA,NA,NA
"450","AR","Van Buren","INDIAN ROCK VILLAGE HEALTH CENTER",1259,NA,NA,NA
"451","AR","Van Buren","OZARK HEALTH NURSING AND REHAB  CENTER",1934,NA,NA,NA
"452","AR","Washington","ARKANSAS VETERANS HOME AT FAYETTEVILLE",1018,NA,NA,NA
"453","AR","Washington","BUTTERFIELD TRAIL VILLAGE",1709,NA,NA,NA
"454","AR","Washington","EDGEWOOD HEALTH AND REHAB",2847,NA,NA,NA
"455","AR","Washington","FAYETTEVILLE HEALTH AND REHABILITATION CENTER",1864,NA,NA,NA
"456","AR","Washington","KATHERINE'S PLACE AT WEDINGTON",985,NA,NA,NA
"457","AR","Washington","NORTH HILLS LIFE CARE AND REHAB",1172,NA,NA,NA
"458","AR","Washington","PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",952,NA,NA,NA
"459","AR","Washington","SHILOH NURSING AND REHAB, LLC",620,NA,NA,NA
"460","AR","Washington","SPRINGDALE HEALTH AND REHABILITATION CENTER",1899,NA,NA,NA
"461","AR","Washington","THE MAPLES AT HAR-BER MEADOWS",1357,NA,NA,NA
"462","AR","Washington","WESTWOOD HEALTH AND REHAB, INC",664,NA,NA,NA
"463","AR","Washington","WINDCREST HEALTH AND REHAB INC",483,NA,NA,NA
"464","AR","White","BEEBE RETIREMENT CENTER, INC.",1511,NA,NA,NA
"465","AR","White","OAKDALE NURSING FACILITY",2868,NA,NA,NA
"466","AR","White","SEARCY HEALTHCARE LLC",6438,NA,NA,NA
"467","AR","White","THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO",1249,NA,NA,NA
"468","AR","Woodruff","WOODRUFF COUNTY HEALTH CENTER",1814,NA,NA,NA
"469","AR","Yell","DARDANELLE NURSING AND REHABILITATION CENTER,INC",838,NA,NA,NA
"470","AR","Yell","MITCHELL'S NURSING HOME, INC",948,NA,NA,NA
"471","AZ","Apache","CHINLE NURSING HOME",792,NA,NA,NA
"472","AZ","Cochise","GOOD SAMARITAN SOCIETY-QUIBURI MISSION",246,NA,NA,NA
"473","AZ","Cochise","HAVEN OF DOUGLAS",808,NA,NA,NA
"474","AZ","Cochise","HAVEN OF SIERRA VISTA, LLC",1585,NA,NA,NA
"475","AZ","Cochise","LIFE CARE CENTER OF SIERRA VISTA",2344,NA,NA,NA
"476","AZ","Coconino","ASPIRE TRANSITIONAL CARE",1152,NA,NA,NA
"477","AZ","Coconino","HAVEN OF FLAGSTAFF",311,NA,NA,NA
"478","AZ","Coconino","HAVEN OF SEDONA",2299,NA,NA,NA
"479","AZ","Coconino","THE PEAKS HEALTH & REHABILITATION",1001,NA,NA,NA
"480","AZ","Gila","HAVEN OF GLOBE",1404,NA,NA,NA
"481","AZ","Gila","HERITAGE HEALTH CARE CENTER",1491,NA,NA,NA
"482","AZ","Gila","PAYSON CARE CENTER",4210,NA,NA,NA
"483","AZ","Gila","RIM COUNTRY HEALTH & RETIREMENT COMMUNITY",2338,NA,NA,NA
"484","AZ","Graham","HAVEN OF SAFFORD",2031,NA,NA,NA
"485","AZ","Maricopa","ACACIA HEALTH CENTER",1522,NA,NA,NA
"486","AZ","Maricopa","ADVANCE HEALTH CARE OF SCOTTSDALE",518,NA,NA,NA
"487","AZ","Maricopa","ADVANCED HEALTH CARE OF GLENDALE",932,NA,NA,NA
"488","AZ","Maricopa","ADVANCED HEALTHCARE OF MESA",444,NA,NA,NA
"489","AZ","Maricopa","ALLEGIANT HEALTHCARE OF MESA",3192,772,429,0.556
"490","AZ","Maricopa","ALLEGIANT HEALTHCARE OF PHOENIX, LLC",1307,483,3,0.006
"491","AZ","Maricopa","ALTA MESA HEALTH AND REHABILITATION",420,NA,NA,NA
"492","AZ","Maricopa","ARCHSTONE CARE CENTER",1861,NA,NA,NA
"493","AZ","Maricopa","ARIZONA STATE VETERAN HOME-PHX",3584,NA,NA,NA
"494","AZ","Maricopa","BANNER BOSWELL REHABILITATION CENTER",1888,0,0,NA
"495","AZ","Maricopa","BEATITUDES CAMPUS",1286,NA,NA,NA
"496","AZ","Maricopa","BELLA VITA HEALTH AND REHABILITATION CENTER",1311,NA,NA,NA
"497","AZ","Maricopa","CAMELBACK POST ACUTE AND REHABILITATION",1185,NA,NA,NA
"498","AZ","Maricopa","CENTER AT ARROWHEAD, LLC",1585,NA,NA,NA
"499","AZ","Maricopa","CHANDLER POST ACUTE AND REHABILITATION",882,NA,NA,NA
"500","AZ","Maricopa","CHRISTIAN CARE NURSING CENTER",1372,NA,NA,NA
"501","AZ","Maricopa","CITADEL POST ACUTE",1437,NA,NA,NA
"502","AZ","Maricopa","CORONADO HEALTHCARE CENTER",665,NA,NA,NA
"503","AZ","Maricopa","DESERT BLOSSOM HEALTH & REHAB CENTER",1156,NA,NA,NA
"504","AZ","Maricopa","DESERT COVE NURSING CENTER",2382,NA,NA,NA
"505","AZ","Maricopa","DESERT HAVEN CARE CENTER",1610,NA,NA,NA
"506","AZ","Maricopa","DESERT TERRACE HEALTHCARE CENTER",1241,NA,NA,NA
"507","AZ","Maricopa","ESTRELLA CENTER",1811,NA,NA,NA
"508","AZ","Maricopa","FOUNTAIN VIEW VILLAGE",987,NA,NA,NA
"509","AZ","Maricopa","FREEDOM PLAZA CARE CENTER",3019,NA,NA,NA
"510","AZ","Maricopa","FRIENDSHIP VILLAGE OF TEMPE",2173,NA,NA,NA
"511","AZ","Maricopa","HAVEN OF PHOENIX",711,NA,NA,NA
"512","AZ","Maricopa","HAVEN OF SCOTTSDALE",1870,NA,NA,NA
"513","AZ","Maricopa","HERITAGE COURT POST ACUTE OF SCOTTSDALE",1481,100,1,0.01
"514","AZ","Maricopa","HORIZON POST ACUTE AND REHABILITATION CENTER",2358,NA,NA,NA
"515","AZ","Maricopa","IMMANUEL CAMPUS OF CARE",3340,NA,NA,NA
"516","AZ","Maricopa","LA ESTANCIA NURSING AND REHABILITATION CENTER",4405,NA,NA,NA
"517","AZ","Maricopa","LAKE PLEASANT POST ACUTE REHABILITATION CENTER",1156,NA,NA,NA
"518","AZ","Maricopa","LIFE CARE CENTER OF NORTH GLENDALE",4462,NA,NA,NA
"519","AZ","Maricopa","LIFE CARE CENTER OF PARADISE VALLEY",3757,NA,NA,NA
"520","AZ","Maricopa","LIFE CARE CENTER OF SCOTTSDALE",1631,NA,NA,NA
"521","AZ","Maricopa","LIFESTREAM AT COOK HEALTH CARE",2029,NA,NA,NA
"522","AZ","Maricopa","LIFESTREAM AT SUN RIDGE",621,NA,NA,NA
"523","AZ","Maricopa","MARAVILLA CARE CENTER",1385,NA,NA,NA
"524","AZ","Maricopa","MARYLAND GARDENS CARE CENTER",727,NA,NA,NA
"525","AZ","Maricopa","MESA CHRISTIAN HEALTH AND REHABILITATION CENTER",3518,NA,NA,NA
"526","AZ","Maricopa","MI CASA NURSING CENTER",3949,NA,NA,NA
"527","AZ","Maricopa","MISSION PALMS POST ACUTE",1665,NA,NA,NA
"528","AZ","Maricopa","MONTECITO POST ACUTE CARE AND REHABILITATION",1318,1021,69,0.068
"529","AZ","Maricopa","NEURORESTORATIVE",608,134,21,0.157
"530","AZ","Maricopa","NORTH CHANDLER PLACE -  A CONTINUUM OF CARE COMMUN",1000,NA,NA,NA
"531","AZ","Maricopa","NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER",158,3908,93,0.024
"532","AZ","Maricopa","OSBORN HEALTH AND REHABILITATION",1501,NA,NA,NA
"533","AZ","Maricopa","PALM VALLEY REHAB & CARE CTR",2397,230,2,0.009
"534","AZ","Maricopa","PEORIA POST ACUTE AND REHABILITATION",751,579,14,0.024
"535","AZ","Maricopa","PHOENIX MOUNTAIN POST ACUTE",654,NA,NA,NA
"536","AZ","Maricopa","PLAZA HEALTHCARE",1891,1747,0,0
"537","AZ","Maricopa","PROVIDENCE PLACE AT GLENCROFT",4960,NA,NA,NA
"538","AZ","Maricopa","PUEBLO NORTE SENIOR LIVING COMMUNITY",1378,NA,NA,NA
"539","AZ","Maricopa","RIDGECREST HEALTHCARE",3946,NA,NA,NA
"540","AZ","Maricopa","RIO VISTA POST ACUTE AND REHABILITATION",2507,NA,NA,NA
"541","AZ","Maricopa","SANTE OF CHANDLER",195,NA,NA,NA
"542","AZ","Maricopa","SANTE OF MESA",645,NA,NA,NA
"543","AZ","Maricopa","SANTE OF NORTH SCOTTSDALE",1084,NA,NA,NA
"544","AZ","Maricopa","SANTE OF SURPRISE",560,NA,NA,NA
"545","AZ","Maricopa","SCOTTSDALE VILLAGE SQUARE",986,NA,NA,NA
"546","AZ","Maricopa","SHEA POST ACUTE REHABILITATION CENTER",1213,NA,NA,NA
"547","AZ","Maricopa","SIERRA WINDS",1166,NA,NA,NA
"548","AZ","Maricopa","SOUTH MOUNTAIN POST ACUTE",1141,NA,NA,NA
"549","AZ","Maricopa","SPRINGDALE VILLAGE HEALTHCARE",2691,NA,NA,NA
"550","AZ","Maricopa","SUN CITY HEALTH AND REHABILITATION CENTER",2053,NA,NA,NA
"551","AZ","Maricopa","SUN HEALTH GRANDVIEW CARE CENTER",1461,NA,NA,NA
"552","AZ","Maricopa","SUN HEALTH LA LOMA CARE CENTER",757,NA,NA,NA
"553","AZ","Maricopa","SUN WEST CHOICE HEALTHCARE & REHAB",1022,NA,NA,NA
"554","AZ","Maricopa","SUNCREST HEALTHCARE CENTER",2387,NA,NA,NA
"555","AZ","Maricopa","SUNVIEW RESPIRATORY AND REHABILITATION",828,2156,18,0.008
"556","AZ","Maricopa","SURPRISE HEALTH AND REHABILITATION CENTER",1586,343,0,0
"557","AZ","Maricopa","TEMPE POST ACUTE",623,NA,NA,NA
"558","AZ","Maricopa","THE CENTER AT VAL VISTA, LLC",1922,NA,NA,NA
"559","AZ","Maricopa","THE FORUM AT DESERT HARBOR",705,NA,NA,NA
"560","AZ","Maricopa","THE GARDENS OF SCOTTSDALE",266,NA,NA,NA
"561","AZ","Maricopa","THE REHABILITATION CENTER AT THE PALAZZO",645,NA,NA,NA
"562","AZ","Maricopa","THE TERRACES OF PHOENIX",1454,NA,NA,NA
"563","AZ","Maricopa","VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",476,NA,NA,NA
"564","AZ","Maricopa","VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",260,NA,NA,NA
"565","AZ","Maricopa","WELLSPRINGS THERAPY CENTER OF GILBERT",559,NA,NA,NA
"566","AZ","Maricopa","WELLSPRINGS THERAPY CENTER OF PHOENIX",564,NA,NA,NA
"567","AZ","Mohave","DESERT HIGHLANDS CARE CENTER",2321,NA,NA,NA
"568","AZ","Mohave","HAVASU NURSING CENTER",3029,NA,NA,NA
"569","AZ","Mohave","HAVASU REGIONAL MEDICAL CENTER",268,NA,NA,NA
"570","AZ","Mohave","HAVEN OF LAKE HAVASU",2199,NA,NA,NA
"571","AZ","Mohave","THE GARDENS REHAB & CARE CENTER",2416,NA,NA,NA
"572","AZ","Mohave","THE LEGACY REHAB & CARE CENTER",2510,NA,NA,NA
"573","AZ","Mohave","THE LINGENFELTER CENTER",275,NA,NA,NA
"574","AZ","Navajo","HAVEN OF LAKESIDE",2044,NA,NA,NA
"575","AZ","Navajo","HAVEN OF SHOW LOW",1167,NA,NA,NA
"576","AZ","Navajo","WINSLOW CAMPUS OF CARE",1280,NA,NA,NA
"577","AZ","Pima","ARIZONA STATE VETERAN HOME-TUCSON",1180,NA,NA,NA
"578","AZ","Pima","BROOKDALE SANTA CATALINA",888,NA,NA,NA
"579","AZ","Pima","CASAS ADOBES POST ACUTE REHAB CENTER",5739,NA,NA,NA
"580","AZ","Pima","CATALINA POST ACUTE AND REHABILITATION",977,985,24,0.024
"581","AZ","Pima","COPPER HEALTH ORO VALLEY",722,NA,NA,NA
"582","AZ","Pima","DEVON GABLES REHABILITATION CENTER",2294,NA,NA,NA
"583","AZ","Pima","FOOTHILLS REHABILITATION CENTER",1565,1048,0,0
"584","AZ","Pima","HANDMAKER HOME FOR THE AGING",797,NA,NA,NA
"585","AZ","Pima","HAVEN OF SAGUARO VALLEY",2884,NA,NA,NA
"586","AZ","Pima","HAVEN OF TUCSON",3956,NA,NA,NA
"587","AZ","Pima","LA CANADA CARE CENTER",2006,NA,NA,NA
"588","AZ","Pima","LIFE CARE CENTER OF TUCSON",3203,NA,NA,NA
"589","AZ","Pima","MOUNTAIN VIEW CARE CENTER",1988,NA,NA,NA
"590","AZ","Pima","PARK AVENUE HEALTH AND REHABILITATION CENTER",3630,NA,NA,NA
"591","AZ","Pima","PUEBLO SPRINGS REHABILITATION CENTER",2183,NA,NA,NA
"592","AZ","Pima","SABINO CANYON REHABILITATION & CARE CENTER",1231,NA,NA,NA
"593","AZ","Pima","SANTA RITA NURSING & REHABILITATION CENTER",2196,NA,NA,NA
"594","AZ","Pima","SANTA ROSA CARE CENTER",1328,NA,NA,NA
"595","AZ","Pima","SAPPHIRE ESTATES REHAB CENTRE, LLC",947,NA,NA,NA
"596","AZ","Pima","SAPPHIRE OF TUCSON NURSING AND REHAB, LLC",2327,NA,NA,NA
"597","AZ","Pima","SPLENDIDO AT RANCHO VISTOSO",422,NA,NA,NA
"598","AZ","Pima","THE CENTER AT TUCSON",475,NA,NA,NA
"599","AZ","Pima","THE SPRINGS AT THE HACIENDA BLDG 6",1611,NA,NA,NA
"600","AZ","Pima","VILLA MARIA CARE CENTER",1319,NA,NA,NA
"601","AZ","Pinal","APACHE JUNCTION HLTH CENTER",4332,NA,NA,NA
"602","AZ","Pinal","CARING HOUSE",1470,NA,NA,NA
"603","AZ","Pinal","OASIS PAVILION NURSING & REHABILITATION CENTER",1731,NA,NA,NA
"604","AZ","Yavapai","GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY",662,NA,NA,NA
"605","AZ","Yavapai","GOOD SAMARITAN SOCIETY-PRESCOTT VILLAGE",779,NA,NA,NA
"606","AZ","Yavapai","GRANITE CREEK HEALTH & REHABILITATION CENTER",2835,NA,NA,NA
"607","AZ","Yavapai","HAVEN OF CAMP VERDE",920,NA,NA,NA
"608","AZ","Yavapai","HAVEN OF COTTONWOOD",1841,NA,NA,NA
"609","AZ","Yavapai","MOUNTAIN VIEW MANOR",3063,NA,NA,NA
"610","AZ","Yavapai","PRESCOTT NURSING AND REHABILITATION CENTER",1090,NA,NA,NA
"611","AZ","Yuma","HAVEN OF SANDPOINTE, LLC",2968,NA,NA,NA
