incident_name,incident_is_final,incident_date_last_update,Month,Year,incident_counties,incident_county,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,State
Aspen Fire,TRUE,2013-09-24T20:15:00Z,7,2013,Fresno,Fresno,22992,100,,Sierra National Forest,-119.318,37.279,,bee8c339-4f26-4b78-a5b4-a8a0ebdb8786,https://www.fire.ca.gov/incidents/2013/7/22/aspen-fire/,2013-09-24T20:15:00Z,24/09/13,22/07/13,N,FALSE,FALSE,CA
Salmon River Complex,TRUE,2013-08-31T06:45:00Z,7,2013,Siskiyou,Siskiyou,14754,100,,Klamath National Forest,-123.176,41.32,,ba76c009-09c9-497c-b923-1ac8cf05c20d,https://www.fire.ca.gov/incidents/2013/7/31/salmon-river-complex/,2013-08-31T06:45:00Z,31/08/13,31/07/13,N,FALSE,FALSE,CA
Branch Fire,TRUE,2013-08-04T14:45:00Z,8,2013,Butte,Butte,92,100,,CAL FIRE Butte Unit,-121.50354,39.6612,,0b51d3d5-bb3a-426d-9c12-c1878a01d7cf,https://www.fire.ca.gov/incidents/2013/8/1/branch-fire/,2013-08-04T14:45:00Z,04/08/13,01/08/13,N,TRUE,FALSE,CA
Redlands Fire,TRUE,2013-07-17T07:45:00Z,7,2013,Riverside,Riverside,150,100,,CAL FIRE / Riverside County Fire,-117.164997,33.990128,,d48a839f-d8da-44d7-9b35-b9f61aa28c61,https://www.fire.ca.gov/incidents/2013/7/16/redlands-fire/,2013-07-17T07:45:00Z,17/07/13,16/07/13,N,TRUE,FALSE,CA
Relay Fire,TRUE,2013-08-04T18:00:00Z,8,2013,Riverside,Riverside,60,100,,CAL FIRE/Riverside County  Fire,-116.99895,33.91027,,0658b1f8-5323-4152-b6d1-b208736587db,https://www.fire.ca.gov/incidents/2013/8/4/relay-fire/,2013-08-04T18:00:00Z,04/08/13,04/08/13,N,TRUE,FALSE,CA
Water Fire,TRUE,2013-07-25T18:30:00Z,7,2013,Kern,Kern,612,100,,Kern County Fire,-118.93388,34.90327,,86faecab-ed3a-4fce-95cf-89433a825c72,https://www.fire.ca.gov/incidents/2013/7/23/water-fire/,2013-07-25T18:30:00Z,25/07/13,23/07/13,N,TRUE,FALSE,CA
Pratt Fire,TRUE,2013-07-23T16:00:00Z,7,2013,Mendocino,Mendocino,45,100,,CAL FIRE Mendocino Unit,-123.067671,38.980846,,f1d7f375-8aa3-4cb5-a864-bae9bb90cbd1,https://www.fire.ca.gov/incidents/2013/7/23/pratt-fire/,2013-07-23T16:00:00Z,23/07/13,23/07/13,N,TRUE,FALSE,CA
Rancho Fire,TRUE,2013-07-22T18:45:00Z,7,2013,Kern,Kern,712,100,Oak Knolls Road,"CAL FIRE / Kern County Fire / State Parks / US Forest Service, Cal Fire, United States Forest Service, Ventura County Fire, Kern County Sheriff Department, Calif State Parks, Calif Highway Patrol",-118.9194,34.882,,591a56a5-e9c0-45a0-96bd-34098588c39b,https://www.fire.ca.gov/incidents/2013/7/19/rancho-fire/,2013-07-22T18:45:00Z,22/07/13,19/07/13,N,TRUE,FALSE,CA
Paskenta Fire,TRUE,2013-07-19T15:00:00Z,7,2013,Tehama,Tehama,195,100,,CAL FIRE Tehama-Glenn Unit,-122.330879,39.961309,,4423899b-6197-4ef5-9f73-bca1763f17e6,https://www.fire.ca.gov/incidents/2013/7/19/paskenta-fire/,2013-07-19T15:00:00Z,19/07/13,19/07/13,N,TRUE,FALSE,CA
Lakeville Fire,TRUE,2013-07-26T17:45:00Z,7,2013,Sonoma,Sonoma,158,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.51253,38.17693,,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,https://www.fire.ca.gov/incidents/2013/7/26/lakeville-fire/,2013-07-26T17:45:00Z,26/07/13,26/07/13,N,TRUE,FALSE,CA
50 Fire,TRUE,2013-07-19T17:15:00Z,7,2013,"El Dorado, Sacramento",El Dorado,163,100,,CAL FIRE / Sacramento Metropolitan Fire,-121.08438,38.63987,,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,https://www.fire.ca.gov/incidents/2013/7/19/50-fire/,2013-07-19T17:15:00Z,19/07/13,19/07/13,N,TRUE,FALSE,CA
Heacock Fire,TRUE,2013-07-20T19:30:00Z,7,2013,Riverside,Riverside,40,100,,CAL FIRE / Riverside County Fire,-117.2508,33.9634,,8fb3a438-3146-4b8d-8f20-bfa8d6610f84,https://www.fire.ca.gov/incidents/2013/7/19/heacock-fire/,2013-07-20T19:30:00Z,20/07/13,19/07/13,N,TRUE,FALSE,CA
Gilman Fire,TRUE,2013-07-19T19:30:00Z,7,2013,Riverside,Riverside,15,100,,CAL FIRE / Riverside County Fire,-117.09306,33.94528,,2b300dd5-4474-4b8a-9b4c-3a3014afe27d,https://www.fire.ca.gov/incidents/2013/7/19/gilman-fire/,2013-07-19T19:30:00Z,19/07/13,19/07/13,N,TRUE,FALSE,CA
Chuckwagon Fire,TRUE,2013-07-23T15:10:00Z,7,2013,Calaveras,Calaveras,31,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.696362,37.965364,,68dadbb3-6a63-483a-add9-491a69d9e0ad,https://www.fire.ca.gov/incidents/2013/7/22/chuckwagon-fire/,2013-07-23T15:10:00Z,23/07/13,22/07/13,N,TRUE,FALSE,CA
Power Fire,TRUE,2013-08-14T08:30:00Z,8,2013,Tuolumne,Tuolumne,1070,100,,Stanislaus National Forest,-120.02778,38.25108,,1e8441c2-f426-40b4-9f4f-3de9f7e232b9,https://www.fire.ca.gov/incidents/2013/8/5/power-fire/,2013-08-14T08:30:00Z,14/08/13,05/08/13,N,FALSE,FALSE,CA
Falls Fire,TRUE,2013-08-09T18:45:00Z,8,2013,Riverside,Riverside,1383,100,,Cleveland National Forest / CAL FIRE Riverside Unit,-117.40288,33.62236,,4867ac70-663e-48f4-b9ae-ca0a486234ca,https://www.fire.ca.gov/incidents/2013/8/5/falls-fire/,2013-08-09T18:45:00Z,09/08/13,05/08/13,N,TRUE,FALSE,CA
Tram Fire,TRUE,2013-08-08T09:00:00Z,8,2013,Riverside,Riverside,60,100,,San Bernardino National Forest,-116.61,38.838,,ac568737-dae6-4050-b1f4-62ab1f9ec930,https://www.fire.ca.gov/incidents/2013/8/6/tram-fire/,2013-08-08T09:00:00Z,08/08/13,06/08/13,N,FALSE,FALSE,CA
Indian Fire,TRUE,2013-08-07T18:30:00Z,8,2013,Lake,Lake,38,100,,CAL FIRE Sanoma-Lake-Napa Unit,-122.5906,39.1591,,b5b63934-923d-4504-a9b1-75c885477a8d,https://www.fire.ca.gov/incidents/2013/8/7/indian-fire/,2013-08-07T18:30:00Z,07/08/13,07/08/13,N,TRUE,FALSE,CA
Silver Fire,TRUE,2013-08-12T18:00:00Z,8,2013,Riverside,Riverside,20292,100,Hwy 243 remains closed between Twin Pines Road and Westley Street in Banning due to road damage.,"CAL FIRE Riverside Unit / San Bernardino National Forest, Federal, State and Local Agencies from throughout the Western United States are assisting.",-116.90427,33.86157,,c400203b-a7fd-4bd8-803a-f3c74bc32a2b,https://www.fire.ca.gov/incidents/2013/8/7/silver-fire/,2013-08-12T18:00:00Z,12/08/13,07/08/13,N,TRUE,FALSE,CA
Corral Complex,TRUE,2013-08-12T12:00:00Z,8,2013,Humboldt,Humboldt,12503,100,,Six Rivers National Forest,-123.488,41.035,,f3dcbca8-f8ed-46d0-8f6e-9c7fc2fb03e6,https://www.fire.ca.gov/incidents/2013/8/10/corral-complex/,2013-08-12T12:00:00Z,12/08/13,10/08/13,N,FALSE,FALSE,CA
Cottonwood Fire,TRUE,2013-08-15T17:00:00Z,8,2013,Siskiyou,Siskiyou,50,100,,CAL FIRE Siskiyou Unit,-122.578393,41.923323,,e16c204e-58d6-4f78-bc97-729b16ef9f83,https://www.fire.ca.gov/incidents/2013/8/15/cottonwood-fire/,2013-08-15T17:00:00Z,15/08/13,15/08/13,N,TRUE,FALSE,CA
Union Fire,TRUE,2013-08-16T17:55:00Z,8,2013,El Dorado,El Dorado,116,100,,CAL FIRE Amador-El Dorado Unit,-120.839075,38.682378,,db009f8f-8b9d-44bb-a3f6-83f319c84d72,https://www.fire.ca.gov/incidents/2013/8/16/union-fire/,2013-08-16T17:55:00Z,16/08/13,16/08/13,N,TRUE,FALSE,CA
Sharp Fire,TRUE,2013-08-13T23:45:00Z,8,2013,San Bernardino,San Bernardino,243,100,,Angeles National Forest,-117.62,34.35,,62eabea3-40be-497d-94e4-150f011b925f,https://www.fire.ca.gov/incidents/2013/8/8/sharp-fire/,2013-08-13T23:45:00Z,13/08/13,08/08/13,N,FALSE,FALSE,CA
Cloverdale Fire,TRUE,2013-08-14T20:35:00Z,8,2013,Shasta,Shasta,27,100,,CAL FIRE Shasta-Trinity Unit,-122.48259,40.473356,,0537a175-8fe9-4f5f-b56f-77848fa195f4,https://www.fire.ca.gov/incidents/2013/8/14/cloverdale-fire/,2013-08-14T20:35:00Z,14/08/13,14/08/13,N,TRUE,FALSE,CA
Swedes Fire,TRUE,2013-08-22T18:00:00Z,8,2013,Butte,Butte,2462,100,,"CAL FIRE Butte Unit, United States Forest Service, Oroville Fire Department, El Medio Fire Department, Chico Fire Department, Butte County Sheriff, California Highway Patrol, California Office of Emergency Services, California Department of Corrections and Rehabilitation, Bureau of Land Management, South Feather Water and Power, Red Cross, North Valley Animal Rescue Group.",-121.38236,39.446268,,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,https://www.fire.ca.gov/incidents/2013/8/16/swedes-fire/,2013-08-22T18:00:00Z,22/08/13,16/08/13,N,TRUE,FALSE,CA
American Fire,TRUE,2013-08-30T08:00:00Z,8,2013,Placer,Placer,27440,100,,Tahoe National Forest,-120.65,39.12,,8213f5c7-34fa-403b-a4bc-da2ace6e6625,https://www.fire.ca.gov/incidents/2013/8/10/american-fire/,2013-08-30T08:00:00Z,30/08/13,10/08/13,N,FALSE,FALSE,CA
Coyote Fire,TRUE,2013-08-12T09:30:00Z,8,2013,Lassen,Lassen,97,100,,CAL FIRE Lassen-Modoc Unit,-120.958126,40.88886,,2b84c8a2-e2e8-45a2-9221-e8075608c218,https://www.fire.ca.gov/incidents/2013/8/9/coyote-fire/,2013-08-12T09:30:00Z,12/08/13,09/08/13,N,TRUE,FALSE,CA
Pierce Fire,TRUE,2013-08-16T21:00:00Z,8,2013,Riverside,Riverside,40,100,,CAL FIRE/Riverside County Fire,-116.10815,33.570291,,f23f8148-6ec4-4885-9729-0dad7c744485,https://www.fire.ca.gov/incidents/2013/8/16/pierce-fire/,2013-08-16T21:00:00Z,16/08/13,16/08/13,N,TRUE,FALSE,CA
Double Fire,TRUE,2013-08-18T18:30:00Z,8,2013,Lake,Lake,70,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.491894,39.013682,,ae025ba5-8b5d-48de-ad5e-3037de3d18e9,https://www.fire.ca.gov/incidents/2013/8/16/double-fire/,2013-08-18T18:30:00Z,18/08/13,16/08/13,N,TRUE,FALSE,CA
Bridges Fire,TRUE,2013-08-19T07:10:00Z,8,2013,Calaveras,Calaveras,46,100,,"CAL FIRE Tuolumne-Calaveras Unit, Altaville/Melones Fire; Angels City Fire; Murphys Fire; West Point Fire; Central Fire; San Joaquin County; Stanislaus County; Stanislaus National Forest; Los Angeles County Fire.",-120.45233,38.06231,,10445e2c-979d-49a2-82c2-c3789bd2449a,https://www.fire.ca.gov/incidents/2013/8/17/bridges-fire/,2013-08-19T07:10:00Z,19/08/13,17/08/13,N,TRUE,FALSE,CA
Cleghorn Fire,TRUE,2013-08-18T20:55:00Z,8,2013,San Bernardino,San Bernardino,110,100,,San Bernardino National Forest,-117.451,34.287,,c7f05927-66a4-403c-9048-aeb42eca0211,https://www.fire.ca.gov/incidents/2013/8/17/cleghorn-fire/,2013-08-18T20:55:00Z,18/08/13,17/08/13,N,FALSE,FALSE,CA
Clover Fire,TRUE,2013-09-15T07:30:00Z,9,2013,Shasta,Shasta,8073,100,,"CAL FIRE Shasta-Trinity Unit, USFS, City of Redding, Anderson Fire Protection District, Burney Fire Protection District, Cottonwood Fire Protection District, Happy Valley Fire Protection District, Shasta County Sheriffs Dept., CHP, Redding Police Dept., Cal OES, PG&E",-122.535496,40.498332,,92af9783-eda9-4186-afe9-447f61a92636,https://www.fire.ca.gov/incidents/2013/9/9/clover-fire/,2013-09-15T07:30:00Z,15/09/13,09/09/13,N,TRUE,FALSE,CA
Plumas Lightning Complex (Hough),TRUE,2013-08-25T13:15:00Z,8,2013,Plumas,Plumas,513,100,,Plumas National Forest,-120.764666,40.00842,,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6,https://www.fire.ca.gov/incidents/2013/8/18/plumas-lightning-complex-hough/,2013-08-25T13:15:00Z,25/08/13,18/08/13,N,FALSE,FALSE,CA
Shirley Fire,TRUE,2013-08-24T13:45:00Z,8,2013,Kern,Kern,794,100,,Sequoia National Forest,-118.588,35.707,,5421868e-52ba-4737-8169-325e0aa040e4,https://www.fire.ca.gov/incidents/2013/8/18/shirley-fire/,2013-08-24T13:45:00Z,24/08/13,18/08/13,N,FALSE,FALSE,CA
Burney Lightning Series (Warner Fire),TRUE,2013-08-23T19:15:00Z,8,2013,Shasta,Shasta,196,100,,CAL FIRE Shasta Unit ,-121.3754,40.5445,,f21a41c6-0905-4531-9bdf-2456d0051eed,https://www.fire.ca.gov/incidents/2013/8/19/burney-lightning-series-warner-fire/,2013-08-23T19:15:00Z,23/08/13,19/08/13,N,TRUE,FALSE,CA
Sierra Fire,TRUE,2013-09-30T08:30:00Z,9,2013,San Bernardino,San Bernardino,200,100,,San Bernardino National Forest/CAL FIRE San Bernardino Unit,-117.417,34.2,,f7358513-329f-4dba-8980-4cd3a19b469a,https://www.fire.ca.gov/incidents/2013/9/24/sierra-fire/,2013-09-30T08:30:00Z,30/09/13,24/09/13,N,FALSE,FALSE,CA
Deer Fire,TRUE,2013-08-29T16:45:00Z,8,2013,Tehama,Tehama,11429,100,,"CAL FIRE Tehama-Glenn Unit, CDCR, USFS, California Fish & Wildlife, California National Guard, Tehama County Sheriff's Office, PG&E",-121.85397,40.04263,,956dbcf6-db40-4b61-b235-4ede14738f1e,https://www.fire.ca.gov/incidents/2013/8/23/deer-fire/,2013-08-29T16:45:00Z,29/08/13,23/08/13,N,TRUE,FALSE,CA
Gobblers Fire,TRUE,2013-08-20T13:32:00Z,8,2013,San Bernardino,San Bernardino,413,100,,San Bernardino National Forest,-117.598,34.302,,b202bd85-c5ef-4bdf-8270-d556f95c3742,https://www.fire.ca.gov/incidents/2013/8/20/gobblers-fire/,2013-08-20T13:32:00Z,20/08/13,20/08/13,N,FALSE,FALSE,CA
Fish Fire,TRUE,2013-09-24T20:15:00Z,8,2013,Tulare,Tulare,2060,100,,Sequoia National Forest,-118.444,36.208,,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,https://www.fire.ca.gov/incidents/2013/8/24/fish-fire/,2013-09-24T20:15:00Z,24/09/13,24/08/13,N,FALSE,FALSE,CA
Empire Fire,TRUE,2013-08-24T11:45:00Z,8,2013,El Dorado,El Dorado,38,100,,CAL FIRE Amador-El Dorado Unit,-120.84716,38.89555,,fea7802f-ba70-450a-9ad1-96e2751293a9,https://www.fire.ca.gov/incidents/2013/8/24/empire-fire/,2013-08-24T11:45:00Z,24/08/13,24/08/13,N,TRUE,FALSE,CA
Little Fire,TRUE,2013-08-30T08:00:00Z,8,2013,San Bernardino,San Bernardino,97,100,,San Bernardino National Forest,-116.706,33.642,,b5109726-5e91-4c10-96f8-2a5bb72e5a59,https://www.fire.ca.gov/incidents/2013/8/24/little-fire/,2013-08-30T08:00:00Z,30/08/13,24/08/13,N,FALSE,FALSE,CA
Chestnut Fire,TRUE,2013-09-07T20:00:00Z,9,2013,San Mateo,San Mateo,41,100,,CAL FIRE San Mateo-Santa Cruz Unit,-122.427285,37.667295,,b30ee931-f349-4d21-a38a-d346c516b104,https://www.fire.ca.gov/incidents/2013/9/7/chestnut-fire/,2013-09-07T20:00:00Z,07/09/13,07/09/13,N,TRUE,FALSE,CA
Morgan Fire,TRUE,2013-09-14T17:30:00Z,9,2013,Contra Costa,Contra Costa,3111,100,,"CAL FIRE Santa-Clara Unit, CAL FIRE, East Contra Costa Fire Protection District, Contra Costa Fire Protection District, San Ramon Valley Fire, East Bay Regional Parks, CALOES, CDCR, California State Parks, California Highway Patorl, CalTrans, Contra Costa County Sheriff's Department, Contra Costa Public Works, Clayton PD, PG&E, America Red Cross and the Salvation Army.",-121.882582,37.90757,,e33b2d80-7fec-4470-9e79-440d349b0d95,https://www.fire.ca.gov/incidents/2013/9/8/morgan-fire/,2013-09-14T17:30:00Z,14/09/13,08/09/13,N,TRUE,FALSE,CA
Angora Fire,TRUE,2013-09-24T20:15:00Z,9,2013,Tulare,Tulare,134,100,,Sequoia National Forest,-118.459,36.258,,d332a628-6290-4e91-b8d0-4dc663b80c38,https://www.fire.ca.gov/incidents/2013/9/8/angora-fire/,2013-09-24T20:15:00Z,24/09/13,08/09/13,N,FALSE,FALSE,CA
Liveoak Fire,TRUE,2013-09-12T08:45:00Z,9,2013,San Bernardino,San Bernardino,73,100,,CAL FIRE San Bernardino Unit,-117.106075,34.003151,,31f21c59-8a94-4b17-91aa-88ca14817162,https://www.fire.ca.gov/incidents/2013/9/11/liveoak-fire/,2013-09-12T08:45:00Z,12/09/13,11/09/13,N,TRUE,FALSE,CA
Madre Fire,TRUE,2013-09-28T08:00:00Z,9,2013,Los Angeles,Los Angeles,268,100,,Angeles National Forest/Los Angeles County Fire,-117.908,34.149,,eb5a3f2a-0c25-417a-af78-bb0d643247c7,https://www.fire.ca.gov/incidents/2013/9/23/madre-fire/,2013-09-28T08:00:00Z,28/09/13,23/09/13,N,FALSE,FALSE,CA
Davis Creek Complex,TRUE,2013-09-24T20:15:00Z,9,2013,Modoc,Modoc,97,100,,Modoc National Forest ,-120.375,41.73325,,308ce8d5-67c8-4edb-9e2f-bf6295f98d7e,https://www.fire.ca.gov/incidents/2013/9/5/davis-creek-complex/,2013-09-24T20:15:00Z,24/09/13,05/09/13,N,FALSE,FALSE,CA
Tyler Fire,TRUE,2013-08-31T21:30:00Z,8,2013,Nevada,Nevada,52,100,,CAL FIRE Nevada-Yuba-Placer Unit,-121.107022,39.333401,,1476673c-df55-4c39-b117-d9d067f8a020,https://www.fire.ca.gov/incidents/2013/8/31/tyler-fire/,2013-08-31T21:30:00Z,31/08/13,31/08/13,N,TRUE,FALSE,CA
Centerville Fire,TRUE,2013-09-01T18:00:00Z,8,2013,Butte,Butte,80,100,,"CAL FIRE Butte Unit, CDCR, PG&E, El Medio Fire",-121.713938,39.731878,,dd374f36-e7cb-4a48-91ee-e8be101e0f88,https://www.fire.ca.gov/incidents/2013/8/31/centerville-fire/,2013-09-01T18:00:00Z,01/09/13,31/08/13,N,TRUE,FALSE,CA
Rail Fire,TRUE,2013-09-05T21:00:00Z,9,2013,Modoc,Modoc,68,100,,Modoc National Forest,-120.959,41.569,,0875cf4e-9948-45ed-a76d-d74564319b49,https://www.fire.ca.gov/incidents/2013/9/7/rail-fire/,2013-09-05T21:00:00Z,05/09/13,07/09/13,N,FALSE,FALSE,CA
Rim Fire,TRUE,2013-09-06T18:30:00Z,8,2013,Tuolumne,Tuolumne,257314,100,,Stanislaus National Forest/Yosemite National Park,-120.086,37.857,,5fb18d4d-213f-4d83-a179-daaf11939e78,https://www.fire.ca.gov/incidents/2013/8/17/rim-fire/,2013-09-06T18:30:00Z,06/09/13,17/08/13,N,TRUE,FALSE,CA
Lyon Fire,TRUE,2013-09-12T18:15:00Z,9,2013,San Diego,San Diego,263,100,,"CAL FIRE San Diego Unit / Cleveland National Forest, CAL FIRE, USFS, CHP, San Diego Co. Sheriff, County Animal Control, SDG&E, Red Cross, SDCO Fire Authority",-116.746023,32.710918,,f6f6fefa-ac4e-466f-815e-492416e37b98,https://www.fire.ca.gov/incidents/2013/9/9/lyon-fire/,2013-09-12T18:15:00Z,12/09/13,09/09/13,N,TRUE,FALSE,CA
Lakeshore Fire,TRUE,2013-09-15T17:14:00Z,9,2013,Lake,Lake,30,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.683,38.9777,,51e00abb-53d0-4014-9224-2a853b1d6bcf,https://www.fire.ca.gov/incidents/2013/9/15/lakeshore-fire/,2013-09-15T17:14:00Z,15/09/13,15/09/13,N,TRUE,FALSE,CA
Creek Fire,TRUE,2013-09-24T17:30:00Z,9,2013,San Luis Obispo,San Luis Obispo,94,100,,CAL FIRE San Luis Obispo Unit,-120.8358,35.4393,,ac469123-da14-4821-b824-c6cf66138514,https://www.fire.ca.gov/incidents/2013/9/24/creek-fire/,2013-09-24T17:30:00Z,24/09/13,24/09/13,N,TRUE,FALSE,CA
Highland Fire,TRUE,2013-09-29T18:15:00Z,9,2013,Mendocino,Mendocino,98,100,,CAL FIRE Mendocino Unit,-122.966,38.9252,,b20a2031-12c9-4e9c-9f44-ac82c26e6c66,https://www.fire.ca.gov/incidents/2013/9/28/highland-fire/,2013-09-29T18:15:00Z,29/09/13,28/09/13,N,TRUE,FALSE,CA
Putah Fire,TRUE,2013-10-04T16:55:00Z,10,2013,Napa,Napa,376,100,,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Bureau of Reclamation",-122.289,38.628,,1f94fce5-49a5-4220-bc99-f003ab4d3e60,https://www.fire.ca.gov/incidents/2013/10/3/putah-fire/,2013-10-04T16:55:00Z,04/10/13,03/10/13,N,TRUE,FALSE,CA
Crane Fire,TRUE,2013-10-05T07:45:00Z,10,2013,Sonoma,Sonoma,159,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.6503,38.34599,,1460f2d9-853b-4901-bed3-ac196e00bb3a,https://www.fire.ca.gov/incidents/2013/10/4/crane-fire/,2013-10-05T07:45:00Z,05/10/13,04/10/13,N,TRUE,FALSE,CA
DeLuz Fire,TRUE,2013-10-09T19:00:00Z,10,2013,San Diego,San Diego,2236,100,,Camp Pendleton Marine Corps Base,-117.3092,33.341,,9fb847ce-44c7-4a11-a733-a6cc82838671,https://www.fire.ca.gov/incidents/2013/10/5/deluz-fire/,2013-10-09T19:00:00Z,09/10/13,05/10/13,N,FALSE,FALSE,CA
Summit Fire,TRUE,2013-10-05T22:00:00Z,10,2013,Butte,Butte,305,100,,CAL FIRE Butte Unit,-121.497,39.439,,d922e7c8-814a-412b-a40b-53072d0983ea,https://www.fire.ca.gov/incidents/2013/10/4/summit-fire/,2013-10-05T22:00:00Z,05/10/13,04/10/13,N,TRUE,FALSE,CA
Baker Fire,TRUE,2013-10-09T08:00:00Z,10,2013,Orange,Orange,40,100,,Orange County Fire Authority,-117.6649,33.7655,,9a110003-2f4c-4ac7-a3e5-b4e713f8d1fe,https://www.fire.ca.gov/incidents/2013/10/6/baker-fire/,2013-10-09T08:00:00Z,09/10/13,06/10/13,N,TRUE,FALSE,CA
Capay Fire,TRUE,2013-11-04T15:35:00Z,11,2013,Yolo,Yolo,163,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.08725,38.67479,,0aa08938-eaab-4a60-8891-946197328f94,https://www.fire.ca.gov/incidents/2013/11/4/capay-fire/,2013-11-04T15:35:00Z,04/11/13,04/11/13,N,TRUE,FALSE,CA
Dersch Fire,TRUE,2013-11-07T19:45:00Z,11,2013,Shasta,Shasta,33,100,,CAL FIRE Shasta-Trinity Unit,-122.140914,40.483662,,29a2efda-c28f-4a41-9c6d-8cb8f763d464,https://www.fire.ca.gov/incidents/2013/11/7/dersch-fire/,2013-11-07T19:45:00Z,07/11/13,07/11/13,N,TRUE,FALSE,CA
Toro Fire,TRUE,2013-11-09T17:00:00Z,11,2013,San Luis Obispo,San Luis Obispo,51,100,Toro Creek Road remains closed to non-emergency traffic at Summit Road North of Highway 41. ,"CAL FIRE San Luis Obispo Unit, United States Forest Service, Atascadero City Fire, Paso Robles Fire, San Luis Obispo City Fire, Templeton Fire, Morro Bay City Fire and Cayucos Fire Departments. As well as San Luis Obispo County Sheriff’s Department, and the California Highway Patrol.",-120.751555,35.457978,,587c03e3-4831-47c1-8c03-c08176e91b11,https://www.fire.ca.gov/incidents/2013/11/8/toro-fire/,2013-11-09T17:00:00Z,09/11/13,08/11/13,N,TRUE,FALSE,CA
Cantwell Fire,TRUE,2013-11-10T18:30:00Z,11,2013,Lake,Lake,120,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.567525,38.882214,,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,https://www.fire.ca.gov/incidents/2013/11/8/cantwell-fire/,2013-11-10T18:30:00Z,10/11/13,08/11/13,N,TRUE,FALSE,CA
Silverado Fire,TRUE,2013-11-23T18:30:00Z,11,2013,Napa,Napa,190,100,,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Rutherford VFD, Soda Canyon VFD, Napa County Sheriff’s Office, and California Dept. of Corrections and Rehabilitation",-122.311,38.382,,79d476e5-0b4d-48e2-a105-2bba5c1140e9,https://www.fire.ca.gov/incidents/2013/11/21/silverado-fire/,2013-11-23T18:30:00Z,23/11/13,21/11/13,N,TRUE,FALSE,CA
Wheeler Fire,TRUE,2013-11-15T16:00:00Z,11,2013,Ventura,Ventura,64,100,,Ventura County Fire Department,-119.13249,34.384,,0adb968c-eb85-41c5-8e08-04c0ec386c79,https://www.fire.ca.gov/incidents/2013/11/14/wheeler-fire/,2013-11-15T16:00:00Z,15/11/13,14/11/13,N,TRUE,FALSE,CA
Retek Fire,TRUE,2013-11-22T17:30:00Z,11,2013,Mendocino,Mendocino,82,100,,CAL FIRE Mendocino Unit,-123.1478,39.0442,,e9e43213-b2fc-47bc-92cd-117ccd6e4780,https://www.fire.ca.gov/incidents/2013/11/22/retek-fire/,2013-11-22T17:30:00Z,22/11/13,22/11/13,N,TRUE,FALSE,CA
McCabe Fire,TRUE,2013-11-27T18:15:00Z,11,2013,Sonoma,Sonoma,3505,100,,"CAL FIRE Sonoma-Lake-Napa Unit, CAL FIRE, Napa County Fire, Geyserville FPD, Healdsburg FD, Cloverdale FPD, Santa Rosa FD, Sonoma Valley FRA, Glen Ellen FPD, Schell-Vista FPD, Forestville FPD, Graton FPD, Gold Ridge FPD, Occidental CSD, Bennett Valley FPD, Sebastopol FD, Rancho Adobe FPD, CHP, Cal Trans, Sonoma County Sheriff’s, CAL OES, California Department of Correction and Rehabilitation, Sonoma County Fire Services, Bureau of Land Management, United States Forest Service.",-122.8498,38.8167,,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,https://www.fire.ca.gov/incidents/2013/11/22/mccabe-fire/,2013-11-27T18:15:00Z,27/11/13,22/11/13,N,TRUE,FALSE,CA
Bruner Fire,TRUE,2013-11-24T08:45:00Z,11,2013,Lake,Lake,50,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.7656,39.0448,,3f3e234c-04e1-4941-a79f-23ddc419bf59,https://www.fire.ca.gov/incidents/2013/11/23/bruner-fire/,2013-11-24T08:45:00Z,24/11/13,23/11/13,N,TRUE,FALSE,CA
Dam Fire,TRUE,2013-11-24T18:45:00Z,11,2013,Lake,Lake,23,100,,CAL FIRE Sonoma-Lake-Napa Unit,-122.5818,38.9289,,720f1d0a-81b7-4a00-85db-be3d9587ea3e,https://www.fire.ca.gov/incidents/2013/11/23/dam-fire/,2013-11-24T18:45:00Z,24/11/13,23/11/13,N,TRUE,FALSE,CA
